rank,ticker,expected_return,risk_adjusted_score,win_rate,confidence,asset_class,volatility,sample_size,statistical_significance,patterns_used,pattern_details
43,XLF,0.065571370134186,-0.08065114469940099,0.5107142857142857,Low,ETF,1.5674893339597664,560,0.5951742241149505,1,July Monthly
44,ES,0.06056675107473081,-0.08202207372875579,0.4442446043165468,Very High,Stock,1.3903195339592658,1112,0.8094979759223381,1,July Monthly
45,TTD,0.330648786915797,-0.08494997675660648,0.5307262569832403,Medium,Stock,4.844294604172999,179,0.6709977359330184,1,August Monthly
46,EXR,0.0813641205285634,-0.08583958748445164,0.5175438596491229,Low,Stock,1.810717375199646,456,0.5841954119678038,1,August Monthly
47,LNT,0.0402710717778234,-0.08825037783168549,0.4570685169124024,Medium,Stock,1.189862423494514,1153,0.6896494341426332,1,August Monthly
48,RKLB,0.3313023571528993,-0.08878307514575584,0.512576776835332,Low,Stock,4.513724389689167,177,0.5792517631379581,2,"July Monthly, Q3 Quarterly"
49,PFG,0.0939343066922119,-0.09478552050872108,0.516,Low,Stock,1.9967098529782388,500,0.548450435811523,1,July Monthly
50,AIZ,0.0655179588844809,-0.09825355070205234,0.5310492505353319,Low,Stock,1.7670322348336729,467,0.5078148600997179,1,August Monthly
51,IDXX,0.11817017632762152,-0.10699179021999583,0.5006802721088436,High,Stock,2.587015725457328,735,0.7815219388549056,1,July Monthly
52,XLI,0.004174509993977389,-0.11129655634534147,0.5143114697802198,Low,ETF,1.2149053447128648,1112,0.5706382833686199,2,"July Monthly, Q3 Quarterly"
53,BAX,0.0710568321389278,-0.11135458157925154,0.4978308026030368,High,Stock,1.9949500062912904,922,0.752632510194619,1,July Monthly
54,NDAQ,0.1013443018513306,-0.11426501189465024,0.5049900199600799,Medium,Stock,2.3240909481034673,501,0.6460740545832631,1,July Monthly
55,IRM,0.0679373655730403,-0.11523791067739425,0.4872611464968153,Low,Stock,1.840551880892794,628,0.5879553275243575,1,July Monthly
56,XEL,0.044096835503664,-0.11612717443676471,0.4683434518647008,Medium,Stock,1.5584647674985432,1153,0.6878839143198132,1,August Monthly
57,XLY,0.003299403842944445,-0.11819930102941195,0.5205700549450549,Low,ETF,1.29864392501027,1112,0.5417244014984757,2,"July Monthly, Q3 Quarterly"
58,FITB,0.0904423000340652,-0.1185292203323696,0.4483471074380165,High,Stock,2.0871683810192754,968,0.7256297634248579,1,July Monthly
59,NOC,0.0629954426370303,-0.11973877888527286,0.4804772234273319,High,Stock,1.8808137284481392,922,0.708844662420777,1,July Monthly
60,TDY,0.08387534602981003,-0.12449898317346948,0.5038347398469104,Medium,Stock,2.2277760673297555,1071,0.6534346169654904,2,"July Monthly, Q3 Quarterly"
61,ROKU,0.2934415128392923,-0.12550415032424084,0.5184490306441526,Low,Stock,4.3944011862938925,160,0.5446932101777215,2,"July Monthly, August Monthly"
62,NTLA,0.2462032212695434,-0.12559717348640959,0.5245098039215687,Low,Stock,3.87780740168358,204,0.5250866898163594,1,July Monthly
63,COP,0.0578913901400367,-0.1273383633160335,0.4790356394129979,Low,Stock,1.823838290094216,954,0.5956933280536482,1,August Monthly
64,FSLR,0.1782195511425903,-0.12848304402488275,0.4785894206549118,Medium,Stock,3.22904917783555,397,0.6389665398399637,1,July Monthly
65,PSA,0.0405311718864551,-0.12876868151679494,0.4449152542372881,Low,Stock,1.4779170709588845,944,0.5129715469169268,1,July Monthly
66,MSI,0.06733100039440729,-0.13332752419103394,0.5006169898620517,High,Stock,2.1533360718806787,1365,0.7142889096150191,2,"July Monthly, August Monthly"
67,WMT,0.044964254816033,-0.1429943092565083,0.4667266187050359,Low,Stock,1.7769118051759871,1112,0.5676530496388522,1,July Monthly
68,XLV,-0.0373786461236424,-0.15556407187608082,0.4963942307692308,High,ETF,1.0635620283504494,1664,0.7778836662710464,1,Q3 Quarterly
69,MOS,0.0914592785169205,-0.1562996029872686,0.4861809045226131,Medium,Stock,2.5543478372724944,796,0.6443652369461056,1,July Monthly
70,QCOM,0.1325151562101157,-0.15641630241554702,0.4725738396624472,High,Stock,3.089530976456982,711,0.7338759130760532,1,July Monthly
71,SPY,-0.04144757606468068,-0.15752601674556801,0.5076151243397887,Medium,ETF,1.1154434703040397,1379,0.6828850829435652,2,"August Monthly, Q3 Quarterly"
72,LUMN,0.09123105124832948,-0.16292867588613696,0.47823563479054654,High,Stock,2.6985733295852894,1923,0.7674895397337724,2,"July Monthly, Q3 Quarterly"
73,C,0.0581049550293497,-0.1631935836478215,0.4814814814814814,Low,Stock,2.155178204633624,1026,0.5279957052333494,1,July Monthly
74,DHI,0.1110993643898101,-0.1645289043104512,0.4754558204768583,Medium,Stock,2.8484995056891083,713,0.6713723006650473,1,July Monthly
75,XLB,-0.04008728976682821,-0.176073002118529,0.5038693050749711,Medium,ETF,1.3240486846123327,934,0.6279349626848504,3,"July Monthly, August Monthly, Q3 Quarterly"
76,AAPL,0.08644274448001565,-0.17611816010204245,0.5039698469559828,Medium,Stock,2.7916919877619195,1894,0.6737607418886755,2,"August Monthly, Q3 Quarterly"
77,EVRG,-0.0204286291407965,-0.17803377865529169,0.44267228408065,Low,Stock,1.3352517597961184,3323,0.5562390730785238,1,Q3 Quarterly
78,ED,-0.026711003509722227,-0.17841919376547333,0.44980746483581474,Very High,Stock,1.2013181253944323,1366,0.9305103567691962,2,"July Monthly, August Monthly"
79,SPGI,0.004288164962677946,-0.18014813733273313,0.47722919225595134,Medium,Stock,1.7589681343700645,2216,0.6326521353925745,2,"July Monthly, Q3 Quarterly"
80,IBM,-0.026845933971559186,-0.180930410261984,0.4860572049227045,Medium,Stock,1.4410465596815654,2246,0.6639988497332342,3,"July Monthly, August Monthly, Q3 Quarterly"
81,JNJ,-0.02981195768406874,-0.1813285138057068,0.4678916385113352,Medium,Stock,1.3505406457559461,2701,0.621399171061871,2,"August Monthly, Q3 Quarterly"
82,CLX,0.004735881377135486,-0.18258565313743635,0.4659963391000432,Low,Stock,1.7386525099691397,2218,0.5306555064968013,2,"July Monthly, Q3 Quarterly"
83,RF,0.0598694268568136,-0.18531566550603581,0.4648033126293996,Low,Stock,2.333713444382578,966,0.5378311125153321,1,July Monthly
84,MCHP,0.0915699357935439,-0.18576231922318764,0.5108853410740203,Low,Stock,2.8687173110921576,689,0.5566270972884279,1,July Monthly
85,CI,0.00046910582640638174,-0.18617621981679852,0.48407653110919774,High,Stock,1.8039142270311148,1541,0.7461803067170623,3,"July Monthly, August Monthly, Q3 Quarterly"
86,PM,-0.04087432058422653,-0.18676598894113655,0.4907483786551371,Very High,Stock,1.2583657832002442,375,0.9001153111582642,2,"July Monthly, August Monthly"
87,KMB,-0.0335052133574568,-0.18692677729865464,0.4744525547445255,High,Stock,1.3494367059571342,2877,0.7464964229650712,1,Q3 Quarterly
88,WELL,-0.013218059645901403,-0.1882816944785652,0.4376573652121438,High,Stock,1.472406448928318,980,0.7183328039062342,2,"July Monthly, August Monthly"
89,RCL,0.1079487602149314,-0.18832067976974876,0.455732946298984,Medium,Stock,2.9286651478844754,689,0.632506350750986,1,July Monthly
90,CVX,-0.0334599098284571,-0.18929666812876655,0.4734195402298851,Low,Stock,1.437190001742566,1392,0.5443986318439932,1,August Monthly
91,XLK,-0.0454530527897289,-0.18946739654112524,0.5306490384615384,Medium,ETF,1.4730682389697032,1664,0.6972834537764578,1,Q3 Quarterly
92,PEG,-0.0316995425274056,-0.19111698117911569,0.4633298574904414,High,Stock,1.3784176280115064,2877,0.7179091020245502,1,Q3 Quarterly
93,ABBV,-0.0755199259550957,-0.1930303886809452,0.4849624060150376,Low,Stock,1.0919124498656485,266,0.5305108898897722,1,August Monthly
94,CRM,0.1137928794106241,-0.19306704351230033,0.4967880085653104,Medium,Stock,3.193570537135616,467,0.6211141455941248,1,August Monthly
95,PLD,-0.023570951353524987,-0.19380457428493766,0.5074163745859155,Low,Stock,1.7087870810771686,586,0.5984883733899359,2,"July Monthly, August Monthly"
96,REGN,0.1369830447666938,-0.19554045770657166,0.4815825375170532,Medium,Stock,3.431298078778069,733,0.631208139141102,1,July Monthly
97,SWK,0.013585115110697177,-0.19651138383248667,0.469280971641324,Low,Stock,1.9915711974161576,1923,0.599243335880215,2,"July Monthly, Q3 Quarterly"
98,MHK,0.0992201236823051,-0.1991796424123263,0.4754558204768583,Medium,Stock,3.053675350114063,713,0.6691737532980433,1,July Monthly
99,L,-0.04336040494832279,-0.20251602286392026,0.47556005442661164,Medium,Stock,1.4278226476816203,1923,0.6521520596023698,2,"July Monthly, Q3 Quarterly"
100,NI,-0.03957365589738149,-0.20345557580811577,0.457255875516389,High,Stock,1.376713563423999,2216,0.7302772783621679,2,"July Monthly, Q3 Quarterly"
101,FRT,-0.02687195089166902,-0.2035740983270733,0.43563865299780985,High,Stock,1.4502524456532622,1132,0.7207641749985915,2,"July Monthly, August Monthly"
102,NEE,-0.05190721504818929,-0.20522062681672562,0.4518647007805724,High,Stock,1.193399385600116,1153,0.7835704729504099,1,August Monthly
103,V,-0.05086003495625411,-0.2063640245746148,0.5145454545454545,Medium,Stock,1.558484418689138,1100,0.6076233937380653,1,Q3 Quarterly
104,ATO,-0.037487332923311856,-0.2079582024545871,0.4376976147860141,Medium,Stock,1.3977654529257064,1751,0.654008559769266,2,"July Monthly, Q3 Quarterly"
105,BLK,-0.018811840681929846,-0.21033264903686796,0.499712429686565,Medium,Stock,1.8890946642287896,548,0.6326990722966845,2,"July Monthly, August Monthly"
106,CAG,-0.0474573168723284,-0.21119780913575392,0.4658385093167702,Medium,Stock,1.4494154180307508,966,0.608188884779794,1,July Monthly
107,NTAP,0.09092342283311763,-0.21456777203749183,0.5005357461753676,Medium,Stock,3.194946244872302,635,0.6516565337820872,2,"July Monthly, August Monthly"
108,MRK,-0.04232534066889469,-0.21607355487224922,0.4707504255538648,High,Stock,1.5168198895193254,2701,0.7449217255937237,2,"August Monthly, Q3 Quarterly"
109,VNO,-0.02809409975499953,-0.21793319991221202,0.4415720734176375,Medium,Stock,1.614684429998313,982,0.6779550356849032,2,"July Monthly, August Monthly"
110,CRL,-0.006650803234883235,-0.2191686432432301,0.513525778268328,High,Stock,2.165757115994963,548,0.7033498313539422,2,"July Monthly, August Monthly"
111,UNP,-0.04373139625957192,-0.21933258148279966,0.47999177088363726,High,Stock,1.5795014772040272,1614,0.7206137164936329,3,"July Monthly, August Monthly, Q3 Quarterly"
112,GPC,-0.05454617561254742,-0.22019580007304396,0.46201682703672886,Medium,Stock,1.4116440138224942,1613,0.6703502360814678,3,"July Monthly, August Monthly, Q3 Quarterly"
113,USB,-0.018868288069434327,-0.2204079699633562,0.4024432399438822,Medium,Stock,1.5937414813707762,1133,0.6665667665678876,2,"July Monthly, August Monthly"
114,PHM,0.0742944394553201,-0.2206738073865368,0.4628099173553719,Low,Stock,2.852515492518574,968,0.5694444362953233,1,July Monthly
115,INTU,0.024192017526946677,-0.22183183144119373,0.5001875216567131,Medium,Stock,2.49565836527917,700,0.6433108624871675,2,"July Monthly, August Monthly"
116,ABT,-0.05324147156379567,-0.22322709009369923,0.4722129225481293,Medium,Stock,1.5015020923073763,1937,0.6637929618073828,2,"August Monthly, Q3 Quarterly"
117,KMI,-0.0521373458473914,-0.22347090258427715,0.4680616740088105,Low,Stock,1.549012375856359,908,0.5701414445890327,1,Q3 Quarterly
118,CMA,-0.013044163144276422,-0.22357725743872164,0.46283066148893093,Medium,Stock,1.9352482324546938,982,0.6640991162769577,2,"July Monthly, August Monthly"
119,K,-0.04770435819242473,-0.2239596362875607,0.45357178167940004,High,Stock,1.4413958412602812,2218,0.7839238835628787,2,"July Monthly, Q3 Quarterly"
120,EXC,-0.04700275781279098,-0.2241470234738962,0.43291323658414804,Medium,Stock,1.4258228015412688,2238,0.6644005692477624,2,"August Monthly, Q3 Quarterly"
121,ZBH,-0.047224779444408935,-0.2245684732570551,0.49642933948342216,High,Stock,1.6618419132297846,519,0.7060621224179939,2,"July Monthly, August Monthly"
122,DOV,-0.04517265815731523,-0.22554961210356536,0.47548693208705517,Medium,Stock,1.6586873954752248,1936,0.6041113679246285,2,"August Monthly, Q3 Quarterly"
123,GS,-0.03564515705869693,-0.22603462332965085,0.48094423031929956,Medium,Stock,1.7824966695561861,570,0.6267350691039509,2,"July Monthly, August Monthly"
124,BMY,-0.047010978865685664,-0.23003729895226127,0.46707193515704154,Medium,Stock,1.6058114388023061,2280,0.6972720094950173,2,"August Monthly, Q3 Quarterly"
125,CPB,-0.06443430268582426,-0.23059437865179033,0.4630852894595739,High,Stock,1.3612331642008462,1862,0.7369991556232148,3,"July Monthly, August Monthly, Q3 Quarterly"
126,GOOGL,-0.04116292888752926,-0.23185223900447088,0.49987820659206816,Very High,Stock,1.7728624777553854,444,0.8244265007166718,2,"July Monthly, August Monthly"
127,GOOG,-0.041535776450740323,-0.23282153869938232,0.49767070107330436,Very High,Stock,1.776404134494384,444,0.8060886376736734,2,"July Monthly, August Monthly"
128,XOM,-0.06288206594703469,-0.23476155512285377,0.4600761161117272,Very High,Stock,1.364875491241423,2701,0.808870044325946,2,"August Monthly, Q3 Quarterly"
129,GL,-0.04911908158767905,-0.23638212691194965,0.46409472504033467,Medium,Stock,1.6744866519526873,1894,0.6110010604616714,2,"August Monthly, Q3 Quarterly"
130,MKC,-0.044670003632043695,-0.2373210856181373,0.42572634316424274,High,Stock,1.5319138167270991,2238,0.718272594275916,2,"August Monthly, Q3 Quarterly"
131,YUM,-0.0424721159180217,-0.23759465956610637,0.4830362277170787,Medium,Stock,1.8366506356927677,1739,0.6100009044676998,1,Q3 Quarterly
132,KR,-0.038203845026582,-0.2376878693753409,0.4288793103448275,Low,Stock,1.7006721759826138,1392,0.5253516599639286,1,August Monthly
133,ALLE,-0.0957119867938926,-0.2382697660444698,0.5135876418663303,Medium,Stock,1.3434163017007639,479,0.6426279642113129,2,"August Monthly, Q3 Quarterly"
134,CAH,-0.0323969278822349,-0.23938024548843634,0.4569710635099586,Low,Stock,1.8766389914503123,2661,0.5650630785985568,1,Q3 Quarterly
135,HON,-0.04650301592373949,-0.24199848699882454,0.4637198273098984,High,Stock,1.6745630073836366,2246,0.7908865369692126,3,"July Monthly, August Monthly, Q3 Quarterly"
136,HII,-0.08198809921952631,-0.24319713015278888,0.5019000347342911,Medium,Stock,1.485196491292913,510,0.6640408281899115,3,"July Monthly, August Monthly, Q3 Quarterly"
137,VMC,-0.04337406639725528,-0.2436776187237354,0.4427664269108563,Medium,Stock,1.6938668482719272,2218,0.6849823853300876,2,"July Monthly, Q3 Quarterly"
138,CNP,-0.01418654288199174,-0.2453578333623117,0.45451463217531096,High,Stock,2.0973693330694902,1364,0.7284002572330991,2,"July Monthly, August Monthly"
139,TMO,-0.0334328949113834,-0.2462000074579562,0.4539450816823079,Low,Stock,1.916588891333352,2877,0.5803476962817881,1,Q3 Quarterly
140,ITW,-0.05387363483783021,-0.24725984399994194,0.4555923264735201,High,Stock,1.6164175445941948,2237,0.7595218483806947,2,"August Monthly, Q3 Quarterly"
141,GD,-0.046034029395680104,-0.2494297518121461,0.45937866452780096,Low,Stock,1.8321212211639781,2700,0.5854816787243448,2,"August Monthly, Q3 Quarterly"
142,HRL,-0.07257016108464619,-0.2502826547733934,0.4627665893283481,Medium,Stock,1.4922844440196983,1614,0.6872764896065805,3,"July Monthly, August Monthly, Q3 Quarterly"
143,TFC,-0.028240072579336563,-0.2508661536775326,0.4212377460151163,Medium,Stock,1.8551014600631908,981,0.6986904772344364,2,"July Monthly, August Monthly"
144,XLE,-0.062405422353725405,-0.2512142100768823,0.4879807692307692,High,ETF,1.6545599669196105,1664,0.797171271726782,1,Q3 Quarterly
145,AIG,0.0591941006653877,-0.25322288055641634,0.4787510841283608,Low,Stock,3.052906605265259,1153,0.5231990289224976,1,August Monthly
146,AVAX-USD,0.2436795528758203,-0.2551686756161783,0.4948979591836734,Low,Crypto,5.833956848197197,392,0.5131015827830208,1,Q3 Quarterly
147,WST,-0.0432389921865661,-0.25595946524765684,0.4348279457768509,High,Stock,1.7601427364161648,2877,0.7460135445413905,1,Q3 Quarterly
148,NEAR-USD,0.2533894035828837,-0.25621013338767884,0.4712041884816754,Low,Crypto,6.114513374586921,382,0.5075724857063317,1,Q3 Quarterly
149,CHD,-0.04813973226207968,-0.25644466650473463,0.424222846866452,High,Stock,1.667354881575537,1921,0.7338730255164011,2,"July Monthly, Q3 Quarterly"
150,SLB,-0.041532170243950825,-0.25758136091532763,0.4767209068663771,Low,Stock,2.0411898177999004,1543,0.5630492368339212,3,"July Monthly, August Monthly, Q3 Quarterly"
151,GM,-0.0608000972354276,-0.2585469888823426,0.51431718061674,Low,Stock,2.0004944544684844,908,0.5563209370127001,1,Q3 Quarterly
152,LEG,-0.050268242076501664,-0.2591952506196215,0.45217846028085945,Medium,Stock,1.8249366388508697,1937,0.6453149835488543,2,"August Monthly, Q3 Quarterly"
153,PPG,-0.06945450039272155,-0.26026216009465974,0.47749787737820953,Very High,Stock,1.606362570457996,1614,0.8048118334696265,3,"July Monthly, August Monthly, Q3 Quarterly"
154,TT,-0.05585190285160937,-0.26049720660859554,0.4799765624890943,Medium,Stock,1.8663666739045273,1613,0.6790317044118938,3,"July Monthly, August Monthly, Q3 Quarterly"
155,DE,-0.05179352254027461,-0.26130322049879046,0.4561119497130523,High,Stock,1.805892242259818,2260,0.7194338801520463,2,"July Monthly, Q3 Quarterly"
156,ALL,-0.0720101481422938,-0.2618956865682579,0.4718309859154929,Medium,Stock,1.662058385983538,710,0.6723659027791588,1,August Monthly
157,CMS,-0.05712306851779311,-0.2622389252009346,0.45145755252413544,High,Stock,1.6914704783373948,2218,0.7897573657812257,2,"July Monthly, Q3 Quarterly"
158,LNC,-0.038018459022891,-0.26336378956910467,0.4713442167419243,Low,Stock,2.134986052846666,2879,0.5101111925153338,1,Q3 Quarterly
159,CHRW,-0.0670914886647162,-0.26564954588651707,0.4958263772954925,Low,Stock,1.925886202415836,599,0.5640914068832641,1,August Monthly
160,SHW,-0.06447723218541666,-0.2689484518130584,0.45691211142798516,High,Stock,1.7028265296702623,1936,0.7629363987439276,2,"August Monthly, Q3 Quarterly"
161,ROP,-0.06931439285288,-0.2690196479421739,0.4760601915184678,Medium,Stock,1.8268678568156096,731,0.6073737460402616,1,August Monthly
162,WRB,-0.0421853453368044,-0.2710123336429368,0.379646017699115,Low,Stock,1.803115578202298,1130,0.5088617874895627,1,August Monthly
163,ADSK,0.012979264318389007,-0.2711178124812672,0.49857673336872965,High,Stock,2.865891847311454,1436,0.7358696540034195,3,"July Monthly, August Monthly, Q3 Quarterly"
164,PAYX,-0.0517642321393058,-0.27209179537957556,0.4585698070374574,Low,Stock,2.0310961689613984,881,0.5124771320353932,1,July Monthly
165,VRTX,0.05478625450490482,-0.2727213664635918,0.45646278943815055,Low,Stock,3.1515464043283132,734,0.5923936804006442,2,"July Monthly, August Monthly"
166,CAT,-0.057042848419880526,-0.27302661769287667,0.4489179540745708,High,Stock,1.7898641169974159,2701,0.7903876587851073,2,"August Monthly, Q3 Quarterly"
167,EG,-0.0889615438271249,-0.27333549361841664,0.4750778816199377,High,Stock,1.5079716399326568,642,0.7653724005945465,1,August Monthly
168,LIN,-0.08023147866076459,-0.2753509724807226,0.45841798371996,Very High,Stock,1.5418619064782049,1423,0.8028798305322165,2,"August Monthly, Q3 Quarterly"
169,RTX,-0.06541875399602237,-0.27599918221299824,0.4563853993743961,Very High,Stock,1.692322834085617,2700,0.865373888955848,2,"August Monthly, Q3 Quarterly"
170,LLY,-0.07419076113978115,-0.2770672976947666,0.4732139056827318,High,Stock,1.7120358199173287,1897,0.7824949699175859,3,"July Monthly, August Monthly, Q3 Quarterly"
171,FMC,-0.07333630297178911,-0.2776003296506534,0.47172161011093383,High,Stock,1.7399116640342593,1936,0.7585554977744919,2,"August Monthly, Q3 Quarterly"
172,GE,-0.0724348904103766,-0.2783232849574744,0.45611598042335777,Very High,Stock,1.628226045831777,2700,0.8522084728605935,2,"August Monthly, Q3 Quarterly"
173,SWKS,0.0948398398497218,-0.2789867406427292,0.4503386004514673,Low,Stock,3.5455542393498045,886,0.5062568986080405,1,August Monthly
174,MTD,-0.08398549632861296,-0.27967081752293177,0.4933858936377584,Medium,Stock,1.8074033072213136,1164,0.6464460944442924,2,"August Monthly, Q3 Quarterly"
175,WFC,-0.06194737928083102,-0.27970990836006915,0.43671269452849065,Medium,Stock,1.8218328116846916,2281,0.6656942689315899,2,"August Monthly, Q3 Quarterly"
176,BA,-0.04993059292744694,-0.2814367548949769,0.4522147366700785,Medium,Stock,2.033600116785599,2700,0.6808920028273198,2,"August Monthly, Q3 Quarterly"
177,TFX,-0.06545358865049276,-0.2833491552525924,0.4705288822264793,Very High,Stock,1.8526416049135446,1614,0.8184387507403686,3,"July Monthly, August Monthly, Q3 Quarterly"
178,TXN,-0.0438282424238986,-0.2834097911353796,0.4686204854943753,Medium,Stock,2.1953607969627145,3378,0.6709779539065787,1,Q3 Quarterly
179,SNA,-0.06634154852055464,-0.2848855526251256,0.45397431249449643,High,Stock,1.8038591533243802,1863,0.797668869815619,3,"July Monthly, August Monthly, Q3 Quarterly"
180,ATOM-USD,0.2115727440179389,-0.28501186883831364,0.4823321554770318,Low,Crypto,6.1066722084677325,566,0.5495457248124832,1,Q3 Quarterly
181,AAL,0.192766840322013,-0.28545493038783193,0.4771084337349398,Medium,Stock,4.948618254228866,415,0.6338232300533276,1,July Monthly
182,J,-0.0367557161388824,-0.2865528103126166,0.4359152483501216,Low,Stock,2.221794166616944,2879,0.5539719276477353,1,Q3 Quarterly
183,KEY,-0.050687969013226586,-0.2873841277968444,0.46991579179613524,High,Stock,2.121070758516798,808,0.7476997973052723,2,"July Monthly, August Monthly"
